Marital,Mode,Order,Course,Attendance,Qualification,Nationality,Mother-Q,Father-Q,Mother-O,Father-O,Displaced,Need,Debtor,Fee,Gender,Scholarship,Age,1st,2nd,Unemployment,Inflation,GDP,Target,,,,,,
1.00 ,8.00 ,1.00 ,15.00 ,1.00 ,1.00 ,10.00 ,23.00 ,28.00 ,1.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,20.00 ,5.00 ,5.00 ,9.55 ,0.97 ,-4.06 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,13.00 ,1.00 ,1.00 ,12.00 ,14.00 ,14.00 ,9.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,22.00 ,7.00 ,6.00 ,13.75 ,1.48 ,0.51 ,1.00 ,,,,,,
1.00 ,8.00 ,1.00 ,5.00 ,1.00 ,1.00 ,15.00 ,2.00 ,4.00 ,9.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,6.00 ,6.00 ,16.20 ,-0.42 ,0.31 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,9.00 ,1.00 ,1.00 ,9.00 ,22.00 ,28.00 ,1.00 ,3.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,37.00 ,0.00 ,6.00 ,12.42 ,-0.80 ,-4.06 ,1.00 ,,,,,,
1.00 ,3.00 ,3.00 ,9.00 ,1.00 ,1.00 ,16.00 ,2.00 ,2.00 ,4.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,18.00 ,1.00 ,1.00 ,10.52 ,3.03 ,-1.24 ,0.00 ,,,,,,
1.00 ,1.00 ,2.00 ,14.00 ,1.00 ,1.00 ,18.00 ,3.00 ,2.00 ,2.00 ,8.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,19.00 ,0.00 ,0.00 ,11.61 ,1.10 ,1.42 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,12.00 ,1.00 ,1.00 ,17.00 ,24.00 ,13.00 ,9.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,27.00 ,1.00 ,0.00 ,13.19 ,0.91 ,1.03 ,0.00 ,,,,,,
3.00 ,14.00 ,1.00 ,17.00 ,1.00 ,1.00 ,15.00 ,4.00 ,15.00 ,10.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,59.00 ,6.00 ,5.00 ,16.20 ,1.60 ,-1.80 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,10.00 ,1.00 ,1.00 ,15.00 ,23.00 ,2.00 ,10.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,6.00 ,5.00 ,9.74 ,1.64 ,2.97 ,1.00 ,,,,,,
1.00 ,9.00 ,2.00 ,16.00 ,1.00 ,1.00 ,8.00 ,13.00 ,24.00 ,4.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,6.00 ,1.00 ,7.60 ,0.23 ,0.84 ,1.00 ,,,,,,
1.00 ,17.00 ,1.00 ,8.00 ,1.00 ,1.00 ,17.00 ,21.00 ,3.00 ,8.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,25.00 ,18.00 ,10.00 ,12.86 ,-0.55 ,1.76 ,1.00 ,,,,,,
1.00 ,10.00 ,1.00 ,14.00 ,1.00 ,1.00 ,14.00 ,20.00 ,28.00 ,9.00 ,10.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,40.00 ,7.00 ,6.00 ,13.27 ,-0.80 ,-4.05 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,10.00 ,1.00 ,1.00 ,17.00 ,11.00 ,14.00 ,10.00 ,11.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,19.00 ,5.00 ,5.00 ,9.20 ,0.24 ,-4.06 ,1.00 ,,,,,,
1.00 ,6.00 ,2.00 ,3.00 ,1.00 ,1.00 ,16.00 ,1.00 ,3.00 ,9.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,29.00 ,18.00 ,9.00 ,15.89 ,0.79 ,-4.06 ,1.00 ,,,,,,
1.00 ,11.00 ,1.00 ,14.00 ,1.00 ,1.00 ,17.00 ,13.00 ,18.00 ,10.00 ,10.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,33.00 ,6.00 ,8.00 ,16.20 ,0.53 ,-0.15 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,7.00 ,1.00 ,1.00 ,8.00 ,21.00 ,27.00 ,10.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,0.00 ,1.00 ,10.86 ,0.79 ,-2.33 ,1.00 ,,,,,,
1.00 ,4.00 ,1.00 ,5.00 ,1.00 ,1.00 ,9.00 ,12.00 ,14.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,20.00 ,6.00 ,5.00 ,7.60 ,-0.51 ,1.03 ,1.00 ,,,,,,
1.00 ,2.00 ,3.00 ,11.00 ,1.00 ,1.00 ,14.00 ,2.00 ,3.00 ,3.00 ,6.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,18.00 ,6.00 ,1.00 ,14.51 ,1.79 ,2.01 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,13.00 ,1.00 ,1.00 ,17.00 ,22.00 ,3.00 ,10.00 ,6.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,22.00 ,5.00 ,4.00 ,11.00 ,0.49 ,1.99 ,0.00 ,,,,,,
1.00 ,14.00 ,1.00 ,14.00 ,1.00 ,1.00 ,15.00 ,21.00 ,3.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,31.00 ,13.00 ,8.00 ,15.40 ,-0.24 ,1.31 ,0.00 ,,,,,,
1.00 ,2.00 ,1.00 ,6.00 ,1.00 ,1.00 ,15.00 ,2.00 ,4.00 ,4.00 ,7.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,18.00 ,1.00 ,0.00 ,13.32 ,3.38 ,-1.65 ,0.00 ,,,,,,
1.00 ,15.00 ,1.00 ,7.00 ,1.00 ,14.00 ,15.00 ,2.00 ,3.00 ,3.00 ,5.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,22.00 ,3.00 ,0.00 ,13.92 ,3.23 ,1.84 ,0.00 ,,,,,,
1.00 ,7.00 ,1.00 ,15.00 ,1.00 ,1.00 ,16.00 ,15.00 ,4.00 ,3.00 ,6.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,19.00 ,0.00 ,0.00 ,11.12 ,0.56 ,1.54 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,17.00 ,1.00 ,1.00 ,15.00 ,21.00 ,28.00 ,9.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,7.00 ,5.00 ,10.75 ,2.08 ,-3.83 ,1.00 ,,,,,,
3.00 ,13.00 ,1.00 ,17.00 ,1.00 ,1.00 ,14.00 ,22.00 ,26.00 ,10.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,54.00 ,7.00 ,10.00 ,9.22 ,2.31 ,-1.16 ,1.00 ,,,,,,
3.00 ,12.00 ,1.00 ,17.00 ,1.00 ,1.00 ,19.00 ,23.00 ,26.00 ,10.00 ,11.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,30.00 ,6.00 ,11.00 ,9.66 ,1.49 ,-1.83 ,0.00 ,,,,,,
1.00 ,2.00 ,2.00 ,17.00 ,1.00 ,1.00 ,10.00 ,1.00 ,1.00 ,6.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,19.00 ,6.00 ,6.00 ,13.07 ,2.84 ,-1.80 ,1.00 ,,,,,,
1.00 ,14.00 ,1.00 ,4.00 ,1.00 ,12.00 ,11.00 ,3.00 ,3.00 ,10.00 ,10.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,21.00 ,2.00 ,0.00 ,13.42 ,2.29 ,0.57 ,0.00 ,,,,,,
1.00 ,1.00 ,3.00 ,15.00 ,1.00 ,1.00 ,10.00 ,1.00 ,26.00 ,3.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,6.00 ,14.75 ,0.62 ,-3.28 ,1.00 ,,,,,,
1.00 ,2.00 ,1.00 ,16.00 ,1.00 ,1.00 ,15.00 ,20.00 ,27.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,6.00 ,9.00 ,8.54 ,0.05 ,2.29 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,4.00 ,1.00 ,1.00 ,15.00 ,2.00 ,2.00 ,3.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,7.00 ,10.00 ,14.69 ,2.75 ,2.38 ,1.00 ,,,,,,
1.00 ,12.00 ,2.00 ,13.00 ,0.00 ,1.00 ,3.00 ,21.00 ,26.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,16.00 ,11.00 ,14.77 ,-0.03 ,-2.66 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,15.00 ,1.00 ,1.00 ,12.00 ,20.00 ,24.00 ,11.00 ,7.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,20.00 ,7.00 ,6.00 ,8.86 ,2.97 ,-1.39 ,0.00 ,,,,,,
1.00 ,2.00 ,2.00 ,16.00 ,1.00 ,1.00 ,6.00 ,19.00 ,2.00 ,14.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,6.00 ,8.44 ,0.50 ,-1.73 ,1.00 ,,,,,,
1.00 ,10.00 ,1.00 ,13.00 ,1.00 ,1.00 ,15.00 ,22.00 ,28.00 ,10.00 ,10.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,31.00 ,4.00 ,4.00 ,13.54 ,0.15 ,0.21 ,1.00 ,,,,,,
1.00 ,2.00 ,3.00 ,17.00 ,1.00 ,1.00 ,10.00 ,13.00 ,2.00 ,4.00 ,7.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,19.00 ,6.00 ,1.00 ,12.26 ,1.40 ,3.51 ,0.00 ,,,,,,
1.00 ,5.00 ,1.00 ,15.00 ,1.00 ,1.00 ,14.00 ,12.00 ,2.00 ,11.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,6.00 ,5.00 ,8.65 ,0.52 ,3.13 ,1.00 ,,,,,,
1.00 ,14.00 ,2.00 ,7.00 ,1.00 ,1.00 ,14.00 ,23.00 ,27.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,29.00 ,14.00 ,10.00 ,14.00 ,0.80 ,-1.95 ,1.00 ,,,,,,
1.00 ,1.00 ,2.00 ,15.00 ,1.00 ,1.00 ,18.00 ,1.00 ,3.00 ,1.00 ,10.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,18.00 ,1.00 ,0.00 ,16.20 ,0.87 ,-0.43 ,0.00 ,,,,,,
1.00 ,12.00 ,1.00 ,9.00 ,1.00 ,1.00 ,17.00 ,23.00 ,15.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,34.00 ,6.00 ,9.00 ,16.13 ,-0.39 ,1.32 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,13.00 ,1.00 ,1.00 ,12.00 ,2.00 ,4.00 ,10.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,21.00 ,6.00 ,6.00 ,16.20 ,1.37 ,0.77 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,4.00 ,1.00 ,1.00 ,14.00 ,22.00 ,14.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,5.00 ,6.00 ,10.21 ,-0.14 ,2.16 ,1.00 ,,,,,,
1.00 ,17.00 ,1.00 ,13.00 ,1.00 ,1.00 ,6.00 ,23.00 ,2.00 ,9.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,26.00 ,16.00 ,8.00 ,11.03 ,-0.33 ,3.51 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,10.00 ,1.00 ,1.00 ,15.00 ,4.00 ,4.00 ,1.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19.00 ,6.00 ,6.00 ,11.84 ,0.93 ,2.22 ,0.00 ,,,,,,
1.00 ,1.00 ,3.00 ,14.00 ,1.00 ,1.00 ,18.00 ,12.00 ,28.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,18.00 ,5.00 ,5.00 ,9.68 ,0.88 ,1.60 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,17.00 ,1.00 ,1.00 ,19.00 ,9.00 ,2.00 ,10.00 ,11.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,20.00 ,5.00 ,3.00 ,12.81 ,1.00 ,2.13 ,0.00 ,,,,,,
1.00 ,13.00 ,3.00 ,7.00 ,1.00 ,1.00 ,15.00 ,2.00 ,2.00 ,11.00 ,4.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,5.00 ,13.39 ,2.51 ,-1.03 ,1.00 ,,,,,,
1.00 ,7.00 ,3.00 ,14.00 ,1.00 ,1.00 ,18.00 ,2.00 ,1.00 ,9.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,23.00 ,6.00 ,6.00 ,14.10 ,2.22 ,-1.65 ,1.00 ,,,,,,
1.00 ,2.00 ,3.00 ,17.00 ,1.00 ,1.00 ,17.00 ,2.00 ,1.00 ,11.00 ,10.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,19.00 ,3.00 ,0.00 ,9.93 ,1.38 ,2.83 ,0.00 ,,,,,,
1.00 ,13.00 ,1.00 ,7.00 ,0.00 ,1.00 ,15.00 ,21.00 ,26.00 ,10.00 ,13.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,33.00 ,12.00 ,5.00 ,11.88 ,-0.05 ,-2.52 ,1.00 ,,,,,,
1.00 ,15.00 ,1.00 ,10.00 ,1.00 ,14.00 ,4.00 ,4.00 ,4.00 ,3.00 ,7.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.00 ,0.00 ,0.00 ,13.10 ,0.46 ,-3.22 ,0.00 ,,,,,,
1.00 ,2.00 ,1.00 ,10.00 ,1.00 ,1.00 ,14.00 ,22.00 ,25.00 ,10.00 ,3.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,35.00 ,9.00 ,6.00 ,9.81 ,0.45 ,-3.93 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,8.00 ,1.00 ,14.00 ,13.00 ,1.00 ,3.00 ,3.00 ,6.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,20.00 ,3.00 ,0.00 ,14.54 ,2.43 ,-4.06 ,0.00 ,,,,,,
1.00 ,1.00 ,2.00 ,8.00 ,1.00 ,1.00 ,16.00 ,2.00 ,3.00 ,3.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,19.00 ,0.00 ,0.00 ,11.45 ,0.61 ,0.53 ,0.00 ,,,,,,
1.00 ,7.00 ,1.00 ,15.00 ,1.00 ,1.00 ,12.00 ,22.00 ,14.00 ,4.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,22.00 ,6.00 ,5.00 ,8.75 ,-0.61 ,-2.50 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,17.00 ,1.00 ,1.00 ,6.00 ,21.00 ,27.00 ,5.00 ,8.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,19.00 ,6.00 ,6.00 ,10.63 ,1.76 ,-0.48 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,11.00 ,1.00 ,1.00 ,16.00 ,24.00 ,15.00 ,10.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,6.00 ,5.00 ,12.41 ,-0.19 ,1.49 ,1.00 ,,,,,,
1.00 ,4.00 ,3.00 ,13.00 ,1.00 ,1.00 ,12.00 ,2.00 ,1.00 ,6.00 ,10.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,1.00 ,18.00 ,3.00 ,0.00 ,9.66 ,3.70 ,1.42 ,0.00 ,,,,,,
1.00 ,2.00 ,1.00 ,17.00 ,1.00 ,1.00 ,7.00 ,19.00 ,1.00 ,11.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,22.00 ,6.00 ,6.00 ,9.32 ,0.57 ,-1.19 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,7.00 ,1.00 ,1.00 ,16.00 ,3.00 ,2.00 ,9.00 ,5.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,22.00 ,18.00 ,5.00 ,16.13 ,0.77 ,1.54 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,16.00 ,1.00 ,1.00 ,13.00 ,23.00 ,3.00 ,9.00 ,9.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,21.00 ,1.00 ,1.00 ,9.09 ,0.10 ,0.75 ,0.00 ,,,,,,
1.00 ,6.00 ,2.00 ,1.00 ,1.00 ,1.00 ,14.00 ,2.00 ,3.00 ,9.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,18.00 ,12.00 ,0.00 ,16.20 ,0.17 ,0.53 ,1.00 ,,,,,,
1.00 ,3.00 ,3.00 ,16.00 ,1.00 ,1.00 ,12.00 ,22.00 ,28.00 ,3.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,6.00 ,2.00 ,9.34 ,-0.16 ,2.60 ,1.00 ,,,,,,
1.00 ,3.00 ,1.00 ,8.00 ,1.00 ,1.00 ,13.00 ,3.00 ,2.00 ,4.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,1.00 ,1.00 ,10.79 ,1.05 ,2.40 ,0.00 ,,,,,,
1.00 ,7.00 ,1.00 ,8.00 ,1.00 ,1.00 ,18.00 ,3.00 ,4.00 ,1.00 ,4.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,20.00 ,1.00 ,0.00 ,16.04 ,0.99 ,1.09 ,0.00 ,,,,,,
1.00 ,3.00 ,2.00 ,13.00 ,1.00 ,1.00 ,16.00 ,2.00 ,4.00 ,2.00 ,3.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,19.00 ,0.00 ,0.00 ,12.49 ,0.10 ,0.21 ,0.00 ,,,,,,
1.00 ,7.00 ,3.00 ,13.00 ,1.00 ,1.00 ,12.00 ,12.00 ,12.00 ,10.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,21.00 ,6.00 ,5.00 ,10.31 ,-0.80 ,2.14 ,1.00 ,,,,,,
1.00 ,13.00 ,1.00 ,15.00 ,1.00 ,1.00 ,14.00 ,22.00 ,3.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,26.00 ,1.00 ,1.00 ,13.00 ,1.74 ,-3.18 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,11.00 ,1.00 ,1.00 ,16.00 ,3.00 ,2.00 ,9.00 ,6.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,22.00 ,6.00 ,5.00 ,16.20 ,1.08 ,1.58 ,1.00 ,,,,,,
1.00 ,2.00 ,2.00 ,7.00 ,1.00 ,1.00 ,12.00 ,3.00 ,2.00 ,4.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,5.00 ,2.00 ,14.35 ,3.07 ,-0.66 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,6.00 ,1.00 ,1.00 ,14.00 ,2.00 ,1.00 ,5.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,22.00 ,5.00 ,6.00 ,12.52 ,0.05 ,2.33 ,1.00 ,,,,,,
1.00 ,2.00 ,2.00 ,13.00 ,1.00 ,1.00 ,17.00 ,2.00 ,3.00 ,5.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,19.00 ,2.00 ,6.00 ,11.86 ,3.70 ,3.51 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,16.00 ,1.00 ,1.00 ,14.00 ,2.00 ,5.00 ,5.00 ,10.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,18.00 ,1.00 ,0.00 ,12.26 ,2.00 ,0.63 ,0.00 ,,,,,,
1.00 ,7.00 ,2.00 ,14.00 ,1.00 ,1.00 ,8.00 ,18.00 ,26.00 ,9.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,20.00 ,6.00 ,9.00 ,11.86 ,-0.80 ,-2.60 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,9.00 ,1.00 ,1.00 ,15.00 ,24.00 ,2.00 ,10.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,22.00 ,6.00 ,8.00 ,13.50 ,0.09 ,3.21 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,10.00 ,1.00 ,1.00 ,11.00 ,22.00 ,4.00 ,3.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,28.00 ,0.00 ,0.00 ,12.03 ,0.36 ,-0.39 ,0.00 ,,,,,,
1.00 ,7.00 ,1.00 ,11.00 ,1.00 ,1.00 ,11.00 ,2.00 ,2.00 ,3.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,0.00 ,0.00 ,11.07 ,3.70 ,-1.23 ,0.00 ,,,,,,
1.00 ,14.00 ,1.00 ,6.00 ,1.00 ,1.00 ,11.00 ,2.00 ,4.00 ,10.00 ,11.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,24.00 ,1.00 ,0.00 ,13.70 ,-0.41 ,-4.06 ,0.00 ,,,,,,
1.00 ,14.00 ,1.00 ,14.00 ,1.00 ,1.00 ,15.00 ,23.00 ,28.00 ,9.00 ,6.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,33.00 ,5.00 ,2.00 ,11.67 ,-0.80 ,-4.06 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,2.00 ,1.00 ,1.00 ,13.00 ,22.00 ,27.00 ,9.00 ,9.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,23.00 ,5.00 ,0.00 ,11.46 ,0.34 ,0.28 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,11.00 ,1.00 ,1.00 ,14.00 ,21.00 ,26.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,22.00 ,6.00 ,6.00 ,10.47 ,-0.74 ,-4.06 ,1.00 ,,,,,,
1.00 ,12.00 ,1.00 ,14.00 ,1.00 ,1.00 ,14.00 ,1.00 ,2.00 ,4.00 ,7.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,21.00 ,1.00 ,0.00 ,10.04 ,0.23 ,1.70 ,0.00 ,,,,,,
1.00 ,2.00 ,4.00 ,17.00 ,1.00 ,1.00 ,19.00 ,12.00 ,15.00 ,6.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,6.00 ,1.00 ,8.64 ,1.53 ,3.51 ,1.00 ,,,,,,
1.00 ,12.00 ,1.00 ,3.00 ,1.00 ,11.00 ,7.00 ,1.00 ,1.00 ,10.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,18.00 ,8.00 ,12.69 ,3.08 ,-2.67 ,1.00 ,,,,,,
1.00 ,1.00 ,2.00 ,13.00 ,1.00 ,1.00 ,4.00 ,2.00 ,13.00 ,5.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,6.00 ,7.00 ,12.86 ,2.66 ,-0.65 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,8.00 ,1.00 ,1.00 ,15.00 ,2.00 ,2.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,19.00 ,7.00 ,6.00 ,13.79 ,1.71 ,3.51 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,12.00 ,1.00 ,1.00 ,7.00 ,12.00 ,14.00 ,7.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,6.00 ,6.00 ,12.80 ,-0.04 ,1.79 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,17.00 ,1.00 ,1.00 ,9.00 ,1.00 ,2.00 ,9.00 ,6.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,18.00 ,6.00 ,0.00 ,10.71 ,1.16 ,-0.69 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,9.00 ,1.00 ,1.00 ,15.00 ,1.00 ,3.00 ,9.00 ,10.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,20.00 ,0.00 ,0.00 ,15.58 ,1.10 ,-0.13 ,0.00 ,,,,,,
1.00 ,12.00 ,1.00 ,4.00 ,1.00 ,1.00 ,11.00 ,19.00 ,28.00 ,9.00 ,10.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,31.00 ,0.00 ,0.00 ,12.04 ,-0.80 ,-1.48 ,0.00 ,,,,,,
1.00 ,1.00 ,3.00 ,15.00 ,1.00 ,1.00 ,14.00 ,12.00 ,16.00 ,4.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,19.00 ,6.00 ,6.00 ,14.88 ,1.24 ,1.25 ,1.00 ,,,,,,
1.00 ,14.00 ,1.00 ,15.00 ,1.00 ,1.00 ,15.00 ,22.00 ,27.00 ,9.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,33.00 ,6.00 ,5.00 ,12.54 ,-0.20 ,0.51 ,1.00 ,,,,,,
